index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
376,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.666666667,0.75,12.5
377,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.792792793,0.75,-5.397727273
378,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.711711712,0.375,-47.31012658
379,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.774774775,0.5,-35.46511628
380,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.756756757,0.375,-50.44642857
381,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.783783784,0.75,-4.310344828
382,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.783783784,0.875,11.63793103
383,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.720720721,0.625,-13.28125
384,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.783783784,1,27.5862069
385,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.792792793,0.75,-5.397727273
386,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.783783784,0.75,-4.310344828
387,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.72972973,0.875,19.90740741
388,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.720720721,0.625,-13.28125
389,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,1,0.732142857,0.857142857,17.07317073
390,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.567567568,0.5,-11.9047619
391,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.504504505,0.625,23.88392857
392,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.585585586,0.75,28.07692308
393,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.612612613,0.375,-38.78676471
394,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.630630631,0.5,-20.71428571
395,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.576576577,0.375,-34.9609375
396,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.63963964,0.625,-2.288732394
397,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.567567568,0.75,32.14285714
398,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.612612613,0.25,-59.19117647
399,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.657657658,0.875,33.04794521
400,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.603603604,0.625,3.544776119
401,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.621621622,0.625,0.543478261
402,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.585585586,0.75,28.07692308
403,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.576576577,0.5,-13.28125
404,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,auto,1,0.580357143,0.571428571,-1.538461538
405,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.625,-37.5
406,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.875,-12.5
407,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,1,0
408,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.625,-37.5
409,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.625,-37.5
410,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.375,-62.5
411,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.75,-25
412,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.875,-12.5
413,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.75,-25
414,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,1,0
415,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.75,-25
416,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.875,-12.5
417,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.875,-12.5
418,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,0.875,-12.5
419,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,auto,1,1,1,0
420,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.625,-37.5
421,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.75,-25
422,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.75,-25
423,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.375,-62.5
424,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.5,-50
425,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.375,-62.5
426,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.75,-25
427,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.875,-12.5
428,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.625,-37.5
429,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,1,0
430,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.75,-25
431,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.75,-25
432,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.875,-12.5
433,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.625,-37.5
434,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,auto,1,1,0.857142857,-14.28571429
435,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.5,-50
436,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.625,-37.5
437,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.75,-25
438,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.375,-62.5
439,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.5,-50
440,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.375,-62.5
441,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.625,-37.5
442,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.875,-12.5
443,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.25,-75
444,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.875,-12.5
445,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.625,-37.5
446,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.625,-37.5
447,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.75,-25
448,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.5,-50
449,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,auto,1,1,0.571428571,-42.85714286
450,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.927927928,1,7.766990291
451,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.936936937,0.875,-6.610576923
452,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.954954955,1,4.716981132
453,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.936936937,0.75,-19.95192308
454,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.954954955,0.625,-34.55188679
455,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.945945946,0.875,-7.5
456,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.954954955,1,4.716981132
457,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.954954955,1,4.716981132
458,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.918918919,0.875,-4.779411765
459,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.972972973,1,2.777777778
460,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.945945946,1,5.714285714
461,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.972972973,1,2.777777778
462,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.945945946,1,5.714285714
463,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.945945946,0.75,-20.71428571
464,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,auto,2,0.955357143,1,4.672897196
465,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.882882883,0.875,-0.892857143
466,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.891891892,0.875,-1.893939394
467,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.927927928,1,7.766990291
468,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.900900901,0.75,-16.75
469,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.90990991,0.625,-31.31188119
470,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.900900901,0.75,-16.75
471,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.927927928,1,7.766990291
472,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.927927928,1,7.766990291
473,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.882882883,0.875,-0.892857143
474,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.954954955,1,4.716981132
475,"{'kn_class__algorithm': 'auto', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,auto,2,0.900900901,1,11
